,Contig,Len,sum of seq lens in model,Coverage,Genome
3561,5197_2_1.contig00155,810,0.0,0.0,5197_2_1
3562,5197_2_1.contig00156,809,0.0,0.0,5197_2_1
3563,5197_2_1.contig00157,808,0.0,0.0,5197_2_1
3564,5197_2_1.contig00158,771,0.0,0.0,5197_2_1
3565,5197_2_1.contig00159,760,0.0,0.0,5197_2_1
3566,5197_2_1.contig00160,757,0.0,0.0,5197_2_1
3567,5197_2_1.contig00161,722,0.0,0.0,5197_2_1
3568,5197_2_1.contig00162,719,0.0,0.0,5197_2_1
3569,5197_2_1.contig00163,716,0.0,0.0,5197_2_1
3570,5197_2_1.contig00164,704,0.0,0.0,5197_2_1
3571,5197_2_1.contig00165,695,0.0,0.0,5197_2_1
3572,5197_2_1.contig00166,676,0.0,0.0,5197_2_1
3573,5197_2_1.contig00167,676,0.0,0.0,5197_2_1
3574,5197_2_1.contig00168,671,0.0,0.0,5197_2_1
3575,5197_2_1.contig00169,668,0.0,0.0,5197_2_1
3576,5197_2_1.contig00170,668,0.0,0.0,5197_2_1
3577,5197_2_1.contig00171,660,0.0,0.0,5197_2_1
3578,5197_2_1.contig00172,612,0.0,0.0,5197_2_1
3579,5197_2_1.contig00173,583,0.0,0.0,5197_2_1
3580,5197_2_1.contig00174,579,0.0,0.0,5197_2_1
3581,5197_2_1.contig00175,575,0.0,0.0,5197_2_1
3582,5197_2_1.contig00176,568,0.0,0.0,5197_2_1
3583,5197_2_1.contig00177,553,0.0,0.0,5197_2_1
3584,5197_2_1.contig00178,536,0.0,0.0,5197_2_1
3585,5197_2_1.contig00179,536,0.0,0.0,5197_2_1
3586,5197_2_1.contig00180,526,0.0,0.0,5197_2_1
3587,5197_2_1.contig00181,519,0.0,0.0,5197_2_1
3588,5197_2_1.contig00182,517,0.0,0.0,5197_2_1
3589,5197_2_1.contig00183,513,0.0,0.0,5197_2_1
3590,5197_2_1.contig00184,513,0.0,0.0,5197_2_1
3591,5197_2_1.contig00185,496,0.0,0.0,5197_2_1
3592,5197_2_1.contig00186,477,0.0,0.0,5197_2_1
3593,5197_2_1.contig00187,465,0.0,0.0,5197_2_1
3594,5197_2_1.contig00188,454,0.0,0.0,5197_2_1
3595,5197_2_1.contig00189,454,0.0,0.0,5197_2_1
3596,5197_2_1.contig00190,452,0.0,0.0,5197_2_1
3597,5197_2_1.contig00191,449,0.0,0.0,5197_2_1
3598,5197_2_1.contig00192,443,0.0,0.0,5197_2_1
3599,5197_2_1.contig00193,434,0.0,0.0,5197_2_1
3600,5197_2_1.contig00194,425,0.0,0.0,5197_2_1
3601,5197_2_1.contig00195,413,0.0,0.0,5197_2_1
3602,5197_2_1.contig00196,378,0.0,0.0,5197_2_1
3603,5197_2_1.contig00197,369,0.0,0.0,5197_2_1
3604,5197_2_1.contig00198,369,0.0,0.0,5197_2_1
3605,5197_2_1.contig00199,342,0.0,0.0,5197_2_1
3606,5197_2_1.contig00200,339,0.0,0.0,5197_2_1
3607,5197_2_1.contig00201,332,0.0,0.0,5197_2_1
3608,5197_2_1.contig00202,328,0.0,0.0,5197_2_1
3609,5197_2_1.contig00203,328,0.0,0.0,5197_2_1
3610,5197_2_1.contig00204,322,0.0,0.0,5197_2_1
3611,5197_2_1.contig00205,316,0.0,0.0,5197_2_1
3612,5197_2_1.contig00206,310,0.0,0.0,5197_2_1
3613,5197_2_1.contig00207,307,0.0,0.0,5197_2_1
3614,5197_2_1.contig00208,301,0.0,0.0,5197_2_1
3615,5197_2_1.contig00209,300,0.0,0.0,5197_2_1
3616,5197_2_1.contig00210,291,0.0,0.0,5197_2_1
3617,5197_2_1.contig00211,291,0.0,0.0,5197_2_1
3618,5197_2_1.contig00212,287,0.0,0.0,5197_2_1
3619,5197_2_1.contig00213,287,0.0,0.0,5197_2_1
3620,5197_2_1.contig00214,287,0.0,0.0,5197_2_1
3621,5197_2_1.contig00215,285,0.0,0.0,5197_2_1
3622,5197_2_1.contig00216,285,0.0,0.0,5197_2_1
3623,5197_2_1.contig00217,284,0.0,0.0,5197_2_1
3624,5197_2_1.contig00218,284,0.0,0.0,5197_2_1
3625,5197_2_1.contig00219,283,0.0,0.0,5197_2_1
3626,5197_2_1.contig00220,283,0.0,0.0,5197_2_1
3627,5197_2_1.contig00221,277,0.0,0.0,5197_2_1
3628,5197_2_1.contig00222,276,0.0,0.0,5197_2_1
3629,5197_2_1.contig00223,274,0.0,0.0,5197_2_1
3630,5197_2_1.contig00224,272,0.0,0.0,5197_2_1
3631,5197_2_1.contig00225,271,0.0,0.0,5197_2_1
3632,5197_2_1.contig00226,269,0.0,0.0,5197_2_1
3633,5197_2_1.contig00227,268,0.0,0.0,5197_2_1
3634,5197_2_1.contig00228,267,0.0,0.0,5197_2_1
3635,5197_2_1.contig00229,266,0.0,0.0,5197_2_1
3636,5197_2_1.contig00230,264,0.0,0.0,5197_2_1
3637,5197_2_1.contig00231,263,0.0,0.0,5197_2_1
3638,5197_2_1.contig00232,259,0.0,0.0,5197_2_1
3639,5197_2_1.contig00233,258,0.0,0.0,5197_2_1
3640,5197_2_1.contig00234,255,0.0,0.0,5197_2_1
3641,5197_2_1.contig00235,255,0.0,0.0,5197_2_1
3642,5197_2_1.contig00236,254,0.0,0.0,5197_2_1
3643,5197_2_1.contig00237,253,0.0,0.0,5197_2_1
3644,5197_2_1.contig00238,251,0.0,0.0,5197_2_1
3645,5197_2_1.contig00239,245,0.0,0.0,5197_2_1
3646,5197_2_1.contig00240,243,0.0,0.0,5197_2_1
3647,5197_2_1.contig00241,242,0.0,0.0,5197_2_1
3648,5197_2_1.contig00242,242,0.0,0.0,5197_2_1
3649,5197_2_1.contig00243,241,0.0,0.0,5197_2_1
3650,5197_2_1.contig00244,241,0.0,0.0,5197_2_1
3651,5197_2_1.contig00245,240,0.0,0.0,5197_2_1
3652,5197_2_1.contig00246,240,0.0,0.0,5197_2_1
3653,5197_2_1.contig00247,234,0.0,0.0,5197_2_1
3654,5197_2_1.contig00248,233,0.0,0.0,5197_2_1
3655,5197_2_1.contig00249,229,0.0,0.0,5197_2_1
3656,5197_2_1.contig00250,224,0.0,0.0,5197_2_1
3657,5197_2_1.contig00251,223,0.0,0.0,5197_2_1
3658,5197_2_1.contig00252,218,0.0,0.0,5197_2_1
3659,5197_2_1.contig00253,195,0.0,0.0,5197_2_1
3660,5197_2_1.contig00254,192,0.0,0.0,5197_2_1
3661,5197_2_1.contig00255,189,0.0,0.0,5197_2_1
3662,5197_2_1.contig00256,188,0.0,0.0,5197_2_1
3663,5197_2_1.contig00257,183,0.0,0.0,5197_2_1
3664,5197_2_1.contig00258,176,0.0,0.0,5197_2_1
3665,5197_2_1.contig00259,172,0.0,0.0,5197_2_1
3666,5197_2_1.contig00260,171,0.0,0.0,5197_2_1
3667,5197_2_1.contig00261,161,0.0,0.0,5197_2_1
3668,5197_2_1.contig00262,159,0.0,0.0,5197_2_1
3669,5197_2_1.contig00263,157,0.0,0.0,5197_2_1
3670,5197_2_1.contig00264,157,0.0,0.0,5197_2_1
3671,5197_2_1.contig00265,156,0.0,0.0,5197_2_1
3672,5197_2_1.contig00266,155,0.0,0.0,5197_2_1
3673,5197_2_1.contig00267,154,0.0,0.0,5197_2_1
3674,5197_2_1.contig00268,152,0.0,0.0,5197_2_1
3675,5197_2_1.contig00269,151,0.0,0.0,5197_2_1
3676,5197_2_1.contig00270,151,0.0,0.0,5197_2_1
3677,5197_2_1.contig00271,150,0.0,0.0,5197_2_1
3678,5197_2_1.contig00272,148,0.0,0.0,5197_2_1
3679,5197_2_1.contig00273,148,0.0,0.0,5197_2_1
3680,5197_2_1.contig00274,148,0.0,0.0,5197_2_1
3681,5197_2_1.contig00275,147,0.0,0.0,5197_2_1
3682,5197_2_1.contig00276,145,0.0,0.0,5197_2_1
3683,5197_2_1.contig00277,145,0.0,0.0,5197_2_1
3684,5197_2_1.contig00278,142,0.0,0.0,5197_2_1
3685,5197_2_1.contig00279,141,0.0,0.0,5197_2_1
3686,5197_2_1.contig00280,140,0.0,0.0,5197_2_1
3687,5197_2_1.contig00281,138,0.0,0.0,5197_2_1
3688,5197_2_1.contig00282,135,0.0,0.0,5197_2_1
3689,5197_2_1.contig00283,131,0.0,0.0,5197_2_1
3690,5197_2_1.contig00284,130,0.0,0.0,5197_2_1
3691,5197_2_1.contig00285,129,0.0,0.0,5197_2_1
3692,5197_2_1.contig00286,129,0.0,0.0,5197_2_1
3693,5197_2_1.contig00287,128,0.0,0.0,5197_2_1
3694,5197_2_1.contig00288,122,0.0,0.0,5197_2_1
3695,5197_2_1.contig00289,121,0.0,0.0,5197_2_1
3696,5197_2_1.contig00290,121,0.0,0.0,5197_2_1
3697,5197_2_1.contig00291,120,0.0,0.0,5197_2_1
3698,5197_2_1.contig00292,120,0.0,0.0,5197_2_1
3699,5197_2_1.contig00293,116,0.0,0.0,5197_2_1
3700,5197_2_1.contig00294,115,0.0,0.0,5197_2_1
3701,5197_2_1.contig00295,115,0.0,0.0,5197_2_1
3702,5197_2_1.contig00296,113,0.0,0.0,5197_2_1
3703,5197_2_1.contig00297,112,0.0,0.0,5197_2_1
3704,5197_2_1.contig00298,111,0.0,0.0,5197_2_1
3705,5197_2_1.contig00299,111,0.0,0.0,5197_2_1
3706,5197_2_1.contig00300,111,0.0,0.0,5197_2_1
3707,5197_2_1.contig00301,111,0.0,0.0,5197_2_1
3708,5197_2_1.contig00302,111,0.0,0.0,5197_2_1
3709,5197_2_1.contig00303,110,0.0,0.0,5197_2_1
3710,5197_2_1.contig00304,110,0.0,0.0,5197_2_1
3711,5197_2_1.contig00305,110,0.0,0.0,5197_2_1
3712,5197_2_1.contig00306,109,0.0,0.0,5197_2_1
3713,5197_2_1.contig00307,109,0.0,0.0,5197_2_1
3714,5197_2_1.contig00308,109,0.0,0.0,5197_2_1
3715,5197_2_1.contig00309,108,0.0,0.0,5197_2_1
3716,5197_2_1.contig00310,105,0.0,0.0,5197_2_1
3717,5197_2_1.contig00311,105,0.0,0.0,5197_2_1
3718,5197_2_1.contig00312,104,0.0,0.0,5197_2_1
3719,5197_2_1.contig00313,104,0.0,0.0,5197_2_1
3720,5197_2_1.contig00314,103,0.0,0.0,5197_2_1
3721,5197_2_1.contig00315,101,0.0,0.0,5197_2_1
4014,5299_1_3.contig00001,133092,0.0,0.0,5299_1_3
4015,5299_1_3.contig00002,113928,0.0,0.0,5299_1_3
4016,5299_1_3.contig00003,105029,0.0,0.0,5299_1_3
4017,5299_1_3.contig00004,96406,0.0,0.0,5299_1_3
4018,5299_1_3.contig00005,96162,0.0,0.0,5299_1_3
4019,5299_1_3.contig00006,86830,0.0,0.0,5299_1_3
4020,5299_1_3.contig00007,78335,0.0,0.0,5299_1_3
4021,5299_1_3.contig00008,74388,0.0,0.0,5299_1_3
4022,5299_1_3.contig00009,74331,0.0,0.0,5299_1_3
4023,5299_1_3.contig00010,66302,0.0,0.0,5299_1_3
4024,5299_1_3.contig00011,63225,0.0,0.0,5299_1_3
4025,5299_1_3.contig00012,60999,0.0,0.0,5299_1_3
4026,5299_1_3.contig00013,55976,0.0,0.0,5299_1_3
4027,5299_1_3.contig00014,49814,0.0,0.0,5299_1_3
4028,5299_1_3.contig00015,49271,0.0,0.0,5299_1_3
4029,5299_1_3.contig00016,49151,0.0,0.0,5299_1_3
4030,5299_1_3.contig00017,45453,0.0,0.0,5299_1_3
4031,5299_1_3.contig00018,43828,0.0,0.0,5299_1_3
4032,5299_1_3.contig00019,43557,0.0,0.0,5299_1_3
4033,5299_1_3.contig00020,43353,0.0,0.0,5299_1_3
4034,5299_1_3.contig00021,41704,0.0,0.0,5299_1_3
4035,5299_1_3.contig00022,40973,0.0,0.0,5299_1_3
4036,5299_1_3.contig00023,40042,0.0,0.0,5299_1_3
4037,5299_1_3.contig00024,39876,0.0,0.0,5299_1_3
4038,5299_1_3.contig00025,39721,0.0,0.0,5299_1_3
4039,5299_1_3.contig00026,39685,0.0,0.0,5299_1_3
4040,5299_1_3.contig00027,37745,0.0,0.0,5299_1_3
4041,5299_1_3.contig00028,37091,0.0,0.0,5299_1_3
4042,5299_1_3.contig00029,36948,0.0,0.0,5299_1_3
4043,5299_1_3.contig00030,36213,0.0,0.0,5299_1_3
4044,5299_1_3.contig00031,35600,0.0,0.0,5299_1_3
4045,5299_1_3.contig00032,35345,0.0,0.0,5299_1_3
4046,5299_1_3.contig00033,34524,0.0,0.0,5299_1_3
4047,5299_1_3.contig00034,34505,0.0,0.0,5299_1_3
4048,5299_1_3.contig00035,34227,33953.0,0.9919946241271511,5299_1_3
4049,5299_1_3.contig00036,33880,0.0,0.0,5299_1_3
4050,5299_1_3.contig00037,33751,0.0,0.0,5299_1_3
4051,5299_1_3.contig00038,33691,0.0,0.0,5299_1_3
4052,5299_1_3.contig00039,33448,0.0,0.0,5299_1_3
4053,5299_1_3.contig00040,32553,32526.0,0.9991705833563727,5299_1_3
4054,5299_1_3.contig00041,32289,0.0,0.0,5299_1_3
4055,5299_1_3.contig00042,32242,0.0,0.0,5299_1_3
4056,5299_1_3.contig00043,31968,0.0,0.0,5299_1_3
4057,5299_1_3.contig00044,31578,28153.0,0.8915384128190512,5299_1_3
4058,5299_1_3.contig00045,31520,0.0,0.0,5299_1_3
4059,5299_1_3.contig00046,31391,30793.0,0.9809499538084164,5299_1_3
4060,5299_1_3.contig00047,31092,0.0,0.0,5299_1_3
4061,5299_1_3.contig00048,30782,0.0,0.0,5299_1_3
4062,5299_1_3.contig00049,30572,0.0,0.0,5299_1_3
4063,5299_1_3.contig00050,29996,0.0,0.0,5299_1_3
4064,5299_1_3.contig00051,29949,29947.0,0.9999332198070052,5299_1_3
4065,5299_1_3.contig00052,29685,0.0,0.0,5299_1_3
4066,5299_1_3.contig00053,29675,0.0,0.0,5299_1_3
4067,5299_1_3.contig00054,28744,0.0,0.0,5299_1_3
4068,5299_1_3.contig00055,28667,26845.0,0.9364425995046569,5299_1_3
4069,5299_1_3.contig00056,28568,0.0,0.0,5299_1_3
4070,5299_1_3.contig00057,27948,0.0,0.0,5299_1_3
4071,5299_1_3.contig00058,27895,0.0,0.0,5299_1_3
4072,5299_1_3.contig00059,27626,0.0,0.0,5299_1_3
4073,5299_1_3.contig00060,27294,27309.0,1.0,5299_1_3
4074,5299_1_3.contig00061,27109,0.0,0.0,5299_1_3
4075,5299_1_3.contig00062,26993,26369.0,0.976882895565517,5299_1_3
4076,5299_1_3.contig00063,26807,0.0,0.0,5299_1_3
4077,5299_1_3.contig00064,26192,0.0,0.0,5299_1_3
4078,5299_1_3.contig00065,26178,26183.0,1.0,5299_1_3
4079,5299_1_3.contig00066,26091,0.0,0.0,5299_1_3
4080,5299_1_3.contig00067,25413,0.0,0.0,5299_1_3
4081,5299_1_3.contig00068,25174,0.0,0.0,5299_1_3
4082,5299_1_3.contig00069,25130,0.0,0.0,5299_1_3
4083,5299_1_3.contig00070,24610,0.0,0.0,5299_1_3
4084,5299_1_3.contig00071,24253,0.0,0.0,5299_1_3
4085,5299_1_3.contig00072,23930,0.0,0.0,5299_1_3
4086,5299_1_3.contig00073,23762,0.0,0.0,5299_1_3
4087,5299_1_3.contig00074,23597,0.0,0.0,5299_1_3
4088,5299_1_3.contig00075,23571,0.0,0.0,5299_1_3
4089,5299_1_3.contig00076,22987,22980.0,0.9996954800539435,5299_1_3
4090,5299_1_3.contig00077,22972,0.0,0.0,5299_1_3
4091,5299_1_3.contig00078,22832,0.0,0.0,5299_1_3
4092,5299_1_3.contig00079,22565,22510.0,0.9975625969421671,5299_1_3
4093,5299_1_3.contig00080,22451,0.0,0.0,5299_1_3
4094,5299_1_3.contig00081,22448,0.0,0.0,5299_1_3
4095,5299_1_3.contig00082,22092,0.0,0.0,5299_1_3
4096,5299_1_3.contig00083,22008,19480.0,0.8851326790258088,5299_1_3
4097,5299_1_3.contig00084,21954,19951.0,0.9087637788102396,5299_1_3
4098,5299_1_3.contig00085,21744,0.0,0.0,5299_1_3
4099,5299_1_3.contig00086,21660,0.0,0.0,5299_1_3
4100,5299_1_3.contig00087,21541,0.0,0.0,5299_1_3
4101,5299_1_3.contig00088,21444,18819.0,0.87758813654169,5299_1_3
4102,5299_1_3.contig00089,21442,0.0,0.0,5299_1_3
4103,5299_1_3.contig00090,21103,13403.0,0.6351229682983462,5299_1_3
4104,5299_1_3.contig00091,20947,0.0,0.0,5299_1_3
4105,5299_1_3.contig00092,20935,0.0,0.0,5299_1_3
4106,5299_1_3.contig00093,20794,0.0,0.0,5299_1_3
4107,5299_1_3.contig00094,20747,0.0,0.0,5299_1_3
4108,5299_1_3.contig00095,19994,0.0,0.0,5299_1_3
4109,5299_1_3.contig00096,19903,19915.0,1.0,5299_1_3
4110,5299_1_3.contig00097,19545,0.0,0.0,5299_1_3
4111,5299_1_3.contig00098,19526,0.0,0.0,5299_1_3
4112,5299_1_3.contig00099,19488,0.0,0.0,5299_1_3
4113,5299_1_3.contig00100,19418,0.0,0.0,5299_1_3
4114,5299_1_3.contig00101,19417,0.0,0.0,5299_1_3
4115,5299_1_3.contig00102,19151,0.0,0.0,5299_1_3
4116,5299_1_3.contig00103,19106,0.0,0.0,5299_1_3
4117,5299_1_3.contig00104,18896,0.0,0.0,5299_1_3
4118,5299_1_3.contig00105,18770,0.0,0.0,5299_1_3
4119,5299_1_3.contig00106,18457,0.0,0.0,5299_1_3
4120,5299_1_3.contig00107,18394,0.0,0.0,5299_1_3
4121,5299_1_3.contig00108,18296,0.0,0.0,5299_1_3
4122,5299_1_3.contig00109,18276,0.0,0.0,5299_1_3
4123,5299_1_3.contig00110,18235,0.0,0.0,5299_1_3
4124,5299_1_3.contig00111,18035,0.0,0.0,5299_1_3
4125,5299_1_3.contig00112,17948,0.0,0.0,5299_1_3
4126,5299_1_3.contig00113,17769,15850.0,0.8920029264449322,5299_1_3
4127,5299_1_3.contig00114,17740,16818.0,0.9480270574971815,5299_1_3
4128,5299_1_3.contig00115,17669,17592.0,0.9956420850076405,5299_1_3
4129,5299_1_3.contig00116,17590,0.0,0.0,5299_1_3
4130,5299_1_3.contig00117,17454,0.0,0.0,5299_1_3
4131,5299_1_3.contig00118,17317,0.0,0.0,5299_1_3
4132,5299_1_3.contig00119,17107,0.0,0.0,5299_1_3
4133,5299_1_3.contig00120,16928,16814.0,0.993265595463138,5299_1_3
4134,5299_1_3.contig00121,16692,0.0,0.0,5299_1_3
4135,5299_1_3.contig00122,16593,0.0,0.0,5299_1_3
4136,5299_1_3.contig00123,16570,13733.0,0.8287869643934822,5299_1_3
4137,5299_1_3.contig00124,16518,0.0,0.0,5299_1_3
4138,5299_1_3.contig00125,16504,15045.0,0.911597188560349,5299_1_3
4139,5299_1_3.contig00126,16220,0.0,0.0,5299_1_3
4140,5299_1_3.contig00127,16197,0.0,0.0,5299_1_3
4141,5299_1_3.contig00128,15981,0.0,0.0,5299_1_3
4142,5299_1_3.contig00129,15918,0.0,0.0,5299_1_3
4143,5299_1_3.contig00130,15725,0.0,0.0,5299_1_3
4144,5299_1_3.contig00131,15660,0.0,0.0,5299_1_3
4145,5299_1_3.contig00132,15581,0.0,0.0,5299_1_3
4146,5299_1_3.contig00133,15301,15313.0,1.0,5299_1_3
4147,5299_1_3.contig00134,15231,0.0,0.0,5299_1_3
4148,5299_1_3.contig00135,15215,0.0,0.0,5299_1_3
4149,5299_1_3.contig00136,15206,0.0,0.0,5299_1_3
4150,5299_1_3.contig00137,15204,0.0,0.0,5299_1_3
4151,5299_1_3.contig00138,14874,0.0,0.0,5299_1_3
4152,5299_1_3.contig00139,14842,13896.0,0.9362619593046759,5299_1_3
4153,5299_1_3.contig00140,14796,0.0,0.0,5299_1_3
4154,5299_1_3.contig00141,14448,0.0,0.0,5299_1_3
4155,5299_1_3.contig00142,14174,14169.0,0.9996472414279667,5299_1_3
4156,5299_1_3.contig00143,14072,14025.0,0.9966600341102899,5299_1_3
4157,5299_1_3.contig00144,14010,0.0,0.0,5299_1_3
4158,5299_1_3.contig00145,13920,11149.0,0.800933908045977,5299_1_3
4159,5299_1_3.contig00146,13617,0.0,0.0,5299_1_3
4160,5299_1_3.contig00147,13155,12943.0,0.9838844545800076,5299_1_3
4161,5299_1_3.contig00148,13145,13089.0,0.995739825028528,5299_1_3
4162,5299_1_3.contig00149,13122,0.0,0.0,5299_1_3
4163,5299_1_3.contig00150,13077,11229.0,0.8586831842165634,5299_1_3
4164,5299_1_3.contig00151,13053,0.0,0.0,5299_1_3
4165,5299_1_3.contig00152,12987,12965.0,0.9983059983059983,5299_1_3
4166,5299_1_3.contig00153,12985,8877.0,0.6836349634193299,5299_1_3
4167,5299_1_3.contig00154,12765,12161.0,0.9526831179005092,5299_1_3
4168,5299_1_3.contig00155,12685,12675.0,0.9992116673236106,5299_1_3
4169,5299_1_3.contig00156,12532,5466.0,0.43616342164060007,5299_1_3
4170,5299_1_3.contig00157,11830,9209.0,0.7784446322907861,5299_1_3
4171,5299_1_3.contig00158,11773,11713.0,0.9949035929669583,5299_1_3
4172,5299_1_3.contig00159,11767,11698.0,0.9941361434520268,5299_1_3
4173,5299_1_3.contig00160,11680,0.0,0.0,5299_1_3
4174,5299_1_3.contig00161,11662,0.0,0.0,5299_1_3
4175,5299_1_3.contig00162,11460,0.0,0.0,5299_1_3
4176,5299_1_3.contig00163,10659,0.0,0.0,5299_1_3
4177,5299_1_3.contig00164,10658,0.0,0.0,5299_1_3
4178,5299_1_3.contig00165,10484,0.0,0.0,5299_1_3
4179,5299_1_3.contig00166,10431,10396.0,0.9966446170069984,5299_1_3
4180,5299_1_3.contig00167,10276,9737.0,0.9475476839237057,5299_1_3
4181,5299_1_3.contig00168,10273,0.0,0.0,5299_1_3
4182,5299_1_3.contig00169,10250,0.0,0.0,5299_1_3
4183,5299_1_3.contig00170,10200,10167.0,0.9967647058823529,5299_1_3
4184,5299_1_3.contig00171,10196,0.0,0.0,5299_1_3
4185,5299_1_3.contig00172,10123,10125.0,1.0,5299_1_3
4186,5299_1_3.contig00173,10079,0.0,0.0,5299_1_3
4187,5299_1_3.contig00174,10067,0.0,0.0,5299_1_3
4188,5299_1_3.contig00175,10048,0.0,0.0,5299_1_3
4189,5299_1_3.contig00176,10005,9996.0,0.9991004497751125,5299_1_3
4190,5299_1_3.contig00177,9940,0.0,0.0,5299_1_3
4191,5299_1_3.contig00178,9848,0.0,0.0,5299_1_3
4192,5299_1_3.contig00179,9715,9693.0,0.997735460627895,5299_1_3
4193,5299_1_3.contig00180,9711,0.0,0.0,5299_1_3
4194,5299_1_3.contig00181,9509,0.0,0.0,5299_1_3
4195,5299_1_3.contig00182,9487,0.0,0.0,5299_1_3
4196,5299_1_3.contig00183,9234,0.0,0.0,5299_1_3
4197,5299_1_3.contig00184,9171,0.0,0.0,5299_1_3
4198,5299_1_3.contig00185,9063,8605.0,0.9494648571113318,5299_1_3
4199,5299_1_3.contig00186,9054,0.0,0.0,5299_1_3
4200,5299_1_3.contig00187,9046,9052.0,1.0,5299_1_3
4201,5299_1_3.contig00188,9038,7098.0,0.7853507413144502,5299_1_3
4202,5299_1_3.contig00189,8980,7138.0,0.7948775055679287,5299_1_3
4203,5299_1_3.contig00190,8969,0.0,0.0,5299_1_3
4204,5299_1_3.contig00191,8892,0.0,0.0,5299_1_3
4205,5299_1_3.contig00192,8862,0.0,0.0,5299_1_3
4206,5299_1_3.contig00193,8849,0.0,0.0,5299_1_3
4207,5299_1_3.contig00194,8701,8703.0,1.0,5299_1_3
4208,5299_1_3.contig00195,8678,0.0,0.0,5299_1_3
4209,5299_1_3.contig00196,8547,8538.0,0.9989469989469989,5299_1_3
4210,5299_1_3.contig00197,8516,7744.0,0.9093471113198685,5299_1_3
4211,5299_1_3.contig00198,8237,8217.0,0.9975719315284691,5299_1_3
4212,5299_1_3.contig00199,8194,4757.0,0.5805467415181841,5299_1_3
4213,5299_1_3.contig00200,8104,0.0,0.0,5299_1_3
4214,5299_1_3.contig00201,8103,0.0,0.0,5299_1_3
4215,5299_1_3.contig00202,8079,6248.0,0.7733630399801956,5299_1_3
4216,5299_1_3.contig00203,8026,0.0,0.0,5299_1_3
4217,5299_1_3.contig00204,7943,0.0,0.0,5299_1_3
4218,5299_1_3.contig00205,7892,0.0,0.0,5299_1_3
4219,5299_1_3.contig00206,7843,0.0,0.0,5299_1_3
4220,5299_1_3.contig00207,7722,0.0,0.0,5299_1_3
4221,5299_1_3.contig00208,7685,7586.0,0.9871177618737801,5299_1_3
4222,5299_1_3.contig00209,7681,7685.0,1.0,5299_1_3
4223,5299_1_3.contig00210,7659,7664.0,1.0,5299_1_3
4224,5299_1_3.contig00211,7654,7612.0,0.9945126731120982,5299_1_3
4225,5299_1_3.contig00212,7640,0.0,0.0,5299_1_3
4226,5299_1_3.contig00213,7631,0.0,0.0,5299_1_3
4227,5299_1_3.contig00214,7619,0.0,0.0,5299_1_3
4228,5299_1_3.contig00215,7500,0.0,0.0,5299_1_3
4229,5299_1_3.contig00216,7476,6559.0,0.8773408239700374,5299_1_3
4230,5299_1_3.contig00217,7366,0.0,0.0,5299_1_3
4231,5299_1_3.contig00218,7350,7237.0,0.984625850340136,5299_1_3
4232,5299_1_3.contig00219,7223,0.0,0.0,5299_1_3
4233,5299_1_3.contig00220,7112,4175.0,0.5870359955005624,5299_1_3
4234,5299_1_3.contig00221,7054,6079.0,0.8617805500425291,5299_1_3
4235,5299_1_3.contig00222,6942,0.0,0.0,5299_1_3
4236,5299_1_3.contig00223,6890,0.0,0.0,5299_1_3
4237,5299_1_3.contig00224,6779,0.0,0.0,5299_1_3
4238,5299_1_3.contig00225,6694,2117.0,0.3162533612190021,5299_1_3
4239,5299_1_3.contig00226,6663,6656.0,0.9989494221822002,5299_1_3
4240,5299_1_3.contig00227,6629,0.0,0.0,5299_1_3
4241,5299_1_3.contig00228,6578,0.0,0.0,5299_1_3
4242,5299_1_3.contig00229,6494,0.0,0.0,5299_1_3
4243,5299_1_3.contig00230,6447,6449.0,1.0,5299_1_3
4244,5299_1_3.contig00231,6435,0.0,0.0,5299_1_3
4245,5299_1_3.contig00232,6347,6296.0,0.9919647077359383,5299_1_3
4246,5299_1_3.contig00233,6308,0.0,0.0,5299_1_3
4247,5299_1_3.contig00234,6306,2901.0,0.46003805899143674,5299_1_3
4248,5299_1_3.contig00235,6223,0.0,0.0,5299_1_3
4249,5299_1_3.contig00236,6180,0.0,0.0,5299_1_3
4250,5299_1_3.contig00237,6105,6063.0,0.9931203931203931,5299_1_3
4251,5299_1_3.contig00238,6084,0.0,0.0,5299_1_3
4252,5299_1_3.contig00239,6080,0.0,0.0,5299_1_3
4253,5299_1_3.contig00240,6041,6018.0,0.9961926833305744,5299_1_3
4254,5299_1_3.contig00241,5992,0.0,0.0,5299_1_3
4255,5299_1_3.contig00242,5983,5980.0,0.9994985793080394,5299_1_3
4256,5299_1_3.contig00243,5981,0.0,0.0,5299_1_3
4257,5299_1_3.contig00244,5909,5833.0,0.9871382636655949,5299_1_3
4258,5299_1_3.contig00245,5908,0.0,0.0,5299_1_3
4259,5299_1_3.contig00246,5904,5854.0,0.9915311653116531,5299_1_3
4260,5299_1_3.contig00247,5899,0.0,0.0,5299_1_3
4261,5299_1_3.contig00248,5793,5802.0,1.0,5299_1_3
4262,5299_1_3.contig00249,5782,5724.0,0.9899688689034936,5299_1_3
4263,5299_1_3.contig00250,5763,0.0,0.0,5299_1_3
4264,5299_1_3.contig00251,5728,5731.0,1.0,5299_1_3
4265,5299_1_3.contig00252,5640,0.0,0.0,5299_1_3
4266,5299_1_3.contig00253,5635,5091.0,0.9034605146406388,5299_1_3
4267,5299_1_3.contig00254,5593,4948.0,0.8846772751653853,5299_1_3
4268,5299_1_3.contig00255,5544,5552.0,1.0,5299_1_3
